StoreNumber,City,State,District,Latitude,Longitude
7863,Athens,TX,9832,32.210308,-95.832314
8667,Fort Walton Beach,FL,9233,30.428583,-86.638878
8904,Arvada,CO,10436,39.862194,-105.164871
7859,Decatur,TX,9840,33.228691,-97.59436
7896,Plano,IL,9931,41.654369,-88.562019
7845,Lapeer,MI,9936,43.051636,-83.298401
7857,Ruston,LA,9438,32.541603,-92.623055
7871,Edinburg,TX,9339,26.304049,-98.180717
7884,Searcy,AR,10134,35.249409,-91.688026
8612,Odessa,TX,10732,31.875599,-102.347328
7870,Midland,TX,10732,32.0299,-102.148239
8655,Lubbock,TX,10735,33.548676,-101.874763
7849,St Marys,GA,10633,30.77577,-81.620323
7856,Russellville,AL,9232,34.493362,-87.727333
7864,Lubbock,TX,10735,33.52943,-101.904327
7873,Harlingen,TX,9338,26.181622,-97.716248
8657,Edgewater,FL,9538,28.99169,-80.908104
7895,Bellmead,TX,10739,31.60092,-97.107201
7875,Ennis,TX,9833,32.331173,-96.622429
7888,Albemarle,NC,10242,35.342316,-80.176033
7878,Monticello,KY,9142,36.856953,-84.846603
7882,Victoria,TX,9341,28.814936,-96.966568
8991,Dallas,TX,9838,32.72002,-96.682487
7879,Cabot,AR,10134,34.978939,-92.037399
7860,Ash Flat,AR,10138,36.239243,-91.595917
7883,Copperas Cove,TX,10731,31.12007,-97.871281
2196,Plainfield,NJ,12137,40.641844,-74.40334
7869,Lake Charles,LA,9437,30.194977,-93.179298
8635,Louisville,CO,10433,39.963257,-105.164383
8822,Mobile,AL,9243,30.637991,-88.139073
8656,Midland,TX,10732,32.020477,-102.081139
7877,New Iberia,LA,9437,29.98353,-91.816795
8980,Miami,FL,9540,25.91275,-80.211418
7904,Mineola,TX,9831,32.688095,-95.481415
7905,Amarillo,TX,10733,35.190498,-101.794968
7915,Jasper,TX,9332,30.905663,-94.015175
7916,Hillsboro,TX,9834,32.005337,-97.0951
7917,Bonham,TX,9835,33.597614,-96.192268
7926,Norman,OK,10439,35.221998,-97.484384
7927,Norman,OK,10439,35.225989,-97.423056
7872,Lafayette,LA,9437,30.179792,-92.004311
7928,Bryant,AR,10136,34.62211,-92.49424
7941,Mountain Grove,MO,10132,37.15023,-92.26213
7953,Ocala,FL,9531,29.05805,-82.27797
7885,Decatur,AL,9237,34.556511,-86.995872
7907,Starke,FL,9532,29.92162,-82.128327
7886,Eastman,GA,10635,32.179733,-83.180273
7887,Owensboro,KY,9134,37.755005,-87.061418
7925,Harrison,AR,10131,36.267165,-93.138277
7914,Paris,TX,9841,33.662281,-95.506897
7938,Jonesboro,AR,10138,35.821236,-90.685234
7900,Columbia,SC,10637,34.05494,-81.161095
8672,Anderson,SC,10643,34.553692,-82.681831
7868,Canton,OH,9933,40.836133,-81.327882
7903,Selma,AL,9240,32.432724,-87.014
7939,Fort Smith,AR,10133,35.329166,-94.409179
7855,Gastonia,NC,10239,35.261776,-81.22393
7874,Fayetteville,NC,10234,35.03014,-79.053055
7908,Roswell,NM,10435,33.39624,-104.536423
7913,Cleburne,TX,9843,32.377445,-97.393272
7923,Cordele,GA,10635,31.962452,-83.761703
7932,Florence,SC,10232,34.163925,-79.758949
7936,Socorro,TX,10736,31.67295,-106.284737
7940,Auburn,AL,9240,32.571215,-85.499308
8641,Aurora,CO,10442,39.76936,-104.791779
7867,Inverness,FL,9531,28.855706,-82.394112
7901,Spartanburg,SC,10638,34.935051,-82.002647
7911,North Myrtle Beach,SC,10235,33.837589,-78.669434
8583,Hialeah,FL,9541,25.829462,-80.288986
7929,Texarkana,AR,10135,33.460548,-94.038445
7959,Weslaco,TX,9338,26.166979,-98.007446
8772,Rocky Mount,NC,10241,35.969769,-77.81002
5365,Atlanta,TX,9841,33.11578,-94.182312
7893,Crestview,FL,9231,30.72345,-86.569748
7949,Brenham,TX,9332,30.14065,-96.395409
7954,Dixon,IL,9931,41.827974,-89.475036
7974,West Jefferson,NC,10642,36.395957,-81.480566
7967,Pueblo,CO,10432,38.238255,-104.662659
7975,Spartanburg,SC,10638,34.975383,-81.876801
7977,Poplar Bluff,MO,10138,36.755896,-90.408791
7996,Picayune,MS,9435,30.515657,-89.66077
7876,Ripley,TN,9139,35.76229,-89.54375
7950,Aransas Pass,TX,9341,27.92386,-97.17616
7957,Fayetteville,NC,10234,35.090435,-78.982719
7862,West Palm Beach,FL,9534,26.69245,-80.11087
5504,Henderson,TX,9832,32.132408,-94.803055
7931,El Paso,TX,10738,31.837817,-106.56075
7971,Jackson,MO,10141,37.363772,-89.633311
7976,Russellville,KY,9134,36.847163,-86.917818
7983,Colorado Springs,CO,10432,38.947878,-104.803486
7997,Millington,TN,10143,35.356354,-89.895759
7972,Okmulgee,OK,10440,35.605079,-95.962217
8810,El Paso,TX,10736,31.76829,-106.297569
2213,Phillipsburg,NJ,12131,40.697573,-75.17963
7843,Vernon,TX,10731,34.164471,-99.31516
7942,Harahan,LA,9432,29.951802,-90.179615
2199,Manalapan,NJ,12138,40.238965,-74.28496
2217,Neptune Township,NJ,12142,40.224418,-74.03414
7973,Stillwater,OK,10434,36.124947,-97.05024
5527,Brownsville,TX,9342,25.98292,-97.48465
7951,Thomson,GA,10634,33.482566,-82.501978
7890,Miami,FL,9541,25.840385,-80.314613
7921,Northglenn,CO,10436,39.9119,-104.977402
7943,Hixson,TN,9133,35.152988,-85.248305
7947,Panama City Beach,FL,9233,30.186708,-85.761368
7990,Bossier City,LA,9438,32.516872,-93.714752
7910,Aberdeen,NC,10234,35.154427,-79.41806
7919,Evans,CO,10433,40.377625,-104.734917
7937,West Monroe,LA,9431,32.509201,-92.156591
7995,Hickory,NC,10242,35.734158,-81.364754
7991,Houma,LA,9432,29.606153,-90.74556
8590,Miami,FL,9540,25.86784,-80.242989
7986,Texarkana,TX,10135,33.443451,-94.100182
7960,Greeley,CO,10433,40.386658,-104.715879
8818,Edinburg,TX,9339,26.337082,-98.155876
7880,Evans,CO,10433,40.377097,-104.694395
7961,Aurora,CO,10442,39.696962,-104.811341
7985,Allen,TX,9837,33.100485,-96.732978
6965,Murphy,TX,9835,33.011465,-96.6149
7865,Terrell,TX,9831,32.738949,-96.304222
7881,Jacksonville,NC,10231,34.77813,-77.390641
7965,Panama City Beach,FL,9233,30.192258,-85.800063
7969,Littleton,CO,10436,39.610096,-105.147014
7993,Fort Walton Beach,FL,9233,30.412688,-86.605084
8974,Miami,FL,9541,25.581253,-80.396202
6659,Webb City,MO,10139,37.133144,-94.475751
7847,Clanton,AL,9238,32.818512,-86.608994
6842,San Benito,TX,9342,26.146084,-97.635161
7140,Brownsville,TX,9342,25.919862,-97.465176
5698,Fitzgerald,GA,10635,31.691845,-83.247679
6504,Meridian,MS,9433,32.356228,-88.682306
6545,Batesville,MS,10142,34.309252,-89.914865
5690,Enterprise,AL,9241,31.315495,-85.828754
5722,Poteau,OK,10440,35.094329,-94.630488
6813,Morrilton,AR,10133,35.168916,-92.724561
7930,Sumiton,AL,9238,33.743839,-87.042154
6702,Fort Oglethorpe,GA,9235,34.939293,-85.216595
7906,Bay Minette,AL,9242,30.884668,-87.788918
7090,Corinth,MS,9232,34.912261,-88.502014
6543,Lucedale,MS,9435,30.797726,-88.598015
6658,Carthage,MO,10139,37.142677,-94.31119
7046,Richland,MS,9440,32.220557,-90.15343
6763,Kennett,MO,10138,36.237053,-90.037203
7002,Longview,TX,9841,32.532684,-94.788849
6629,Shreveport,LA,9438,32.441706,-93.782424
5525,Kannapolis,NC,10239,35.46704,-80.58843
2204,East Windsor,NJ,12135,40.25082,-74.56736
6514,Charlotte,NC,10239,35.116647,-80.958067
7994,Panama City,FL,9233,30.189971,-85.700961
7023,Moberly,MO,10141,39.446087,-92.420273
7377,Cleveland,TX,9332,30.332674,-95.094864
7141,Temple,TX,10739,31.06863,-97.37029
6536,Monroe,NC,10239,35.012394,-80.566229
7094,Rome,GA,9235,34.27147,-85.22625
6682,Simpsonville,SC,10643,34.712861,-82.249693
6571,Alamo,TX,9338,26.202784,-98.120514
7963,Fayetteville,NC,10234,35.103293,-78.959488
6596,Brownsville,TX,9342,25.939849,-97.536512
7428,Clinton,MS,9440,32.327462,-90.303404
7510,Hickory,NC,10242,35.72074,-81.35083
7988,Mobile,AL,9243,30.68526,-88.20715
7375,Hickory,NC,10242,35.76291,-81.333
7351,Greensboro,NC,10238,36.039128,-79.799944
6510,Spartanburg,SC,10638,34.92091,-81.99297
7922,Wylie,TX,9838,33.00244,-95.55337
8744,Miami,FL,9540,25.823482,-80.248696
8950,Columbia,SC,10641,34.078046,-80.943503
7356,Bryan,TX,9332,30.689351,-96.370128
7374,Spartanburg,SC,10638,34.9674,-81.932499
7615,Adel,GA,10635,31.136922,-83.441361
6576,Alamogordo,NM,10738,32.92635,-105.9612
8768,Raleigh,NC,10236,35.66527,-78.700172
7570,Midland,TX,10732,31.979855,-102.111155
8615,Tifton,GA,10635,31.450783,-83.427399
7984,Madison,AL,9237,34.747135,-86.775106
8977,Englewood,CO,10432,39.594529,-104.848658
8972,Aurora,CO,10442,39.677355,-104.865083
8975,Thornton,CO,10433,39.914377,-104.940955
8979,Aurora,CO,10436,39.740511,-104.810532
7624,South Hill,VA,10233,36.708884,-78.106878
7096,Bossier City,LA,9438,32.520818,-93.696728
1200,Fordyce,AR,10135,33.82055,-92.437625
